county,JP_court,case_type,date_range,num_reports_submitted,active_pending_start_date,reactivated,added,disposed,placed_on_inactive_status,active_pending_end_date,source
Maverick,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,119,0,184,137,0,1634,"AOC Statistical Report, FY2019"
McCulloch,Countywide,Civil,9/1/2018 - 8/31/2019,12,610,0,149,110,0,653,"AOC Statistical Report, FY2019"
McLennan,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,3305,0,1916,1238,0,3960,"AOC Statistical Report, FY2019"
McLennan,Precinct 1 Place 2,Civil,9/1/2018 - 8/31/2019,12,939,0,931,920,0,949,"AOC Statistical Report, FY2019"
McLennan,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,159,2,893,764,2,296,"AOC Statistical Report, FY2019"
McLennan,Precinct 3,Civil,9/1/2018 - 8/31/2019,12,602,0,602,435,0,769,"AOC Statistical Report, FY2019"
McLennan,Precinct 4,Civil,9/1/2018 - 8/31/2019,12,382,0,566,505,0,445,"AOC Statistical Report, FY2019"
McLennan,Precinct 5,Civil,9/1/2018 - 8/31/2019,0,.,.,.,.,.,.,"AOC Statistical Report, FY2019"
McMullen,Countywide,Civil,9/1/2018 - 8/31/2019,12,12,0,3,1,0,14,"AOC Statistical Report, FY2019"
Medina,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,162,0,184,140,0,206,"AOC Statistical Report, FY2019"
Medina,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,263,0,195,172,3,95,"AOC Statistical Report, FY2019"
Medina,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,95,0,268,203,0,160,"AOC Statistical Report, FY2019"
Medina,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,163,2,224,261,0,110,"AOC Statistical Report, FY2019"
Menard,Countywide,Civil,9/1/2018 - 8/31/2019,12,88,0,12,6,0,94,"AOC Statistical Report, FY2019"
Midland,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,3551,0,910,601,0,3802,"AOC Statistical Report, FY2019"
Midland,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,6896,0,901,452,0,7323,"AOC Statistical Report, FY2019"
Midland,Precinct 3,Civil,9/1/2018 - 8/31/2019,12,3383,0,876,529,0,3721,"AOC Statistical Report, FY2019"
Midland,Precinct 4,Civil,9/1/2018 - 8/31/2019,12,1902,0,703,496,0,2072,"AOC Statistical Report, FY2019"
Milam,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,90,3,133,146,0,74,"AOC Statistical Report, FY2019"
Milam,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,4,116,0,11,6,0,0,"AOC Statistical Report, FY2019"
Milam,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,131,0,69,74,0,128,"AOC Statistical Report, FY2019"
Milam,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,66,0,102,79,0,89,"AOC Statistical Report, FY2019"
Mills,Countywide,Civil,9/1/2018 - 8/31/2019,12,73,0,56,23,0,105,"AOC Statistical Report, FY2019"
Mitchell,Precincts 1 & 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,441,0,61,43,0,459,"AOC Statistical Report, FY2019"
Mitchell,Precincts 2 & 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,261,0,42,29,0,270,"AOC Statistical Report, FY2019"
Montague,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,309,0,36,3,0,339,"AOC Statistical Report, FY2019"
Montague,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,976,0,190,131,0,1035,"AOC Statistical Report, FY2019"
Montgomery,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,440,0,2334,2077,0,654,"AOC Statistical Report, FY2019"
Montgomery,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,3712,0,1978,1628,1,4069,"AOC Statistical Report, FY2019"
Montgomery,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,1340,9,3967,4270,5,1072,"AOC Statistical Report, FY2019"
Montgomery,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,5417,0,2583,6486,0,1387,"AOC Statistical Report, FY2019"
Montgomery,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,2559,0,1492,895,4,3142,"AOC Statistical Report, FY2019"
Moore,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,1007,0,239,153,0,1096,"AOC Statistical Report, FY2019"
Moore,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,42,0,35,22,0,53,"AOC Statistical Report, FY2019"
Morris,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,169,0,20,1,0,188,"AOC Statistical Report, FY2019"
Morris,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,282,0,64,20,0,324,"AOC Statistical Report, FY2019"
Motley,Countywide,Civil,9/1/2018 - 8/31/2019,12,16,0,5,4,0,18,"AOC Statistical Report, FY2019"
Nacogdoches,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,218,0,286,339,0,161,"AOC Statistical Report, FY2019"
Nacogdoches,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,1059,0,442,287,0,1209,"AOC Statistical Report, FY2019"
Nacogdoches,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,165,0,257,215,0,207,"AOC Statistical Report, FY2019"
Nacogdoches,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,239,0,184,157,2,264,"AOC Statistical Report, FY2019"
Navarro,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,68,0,292,244,0,117,"AOC Statistical Report, FY2019"
Navarro,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,112,0,325,320,0,117,"AOC Statistical Report, FY2019"
Navarro,Precinct 3,Civil,9/1/2018 - 8/31/2019,12,198,0,357,326,1,226,"AOC Statistical Report, FY2019"
Navarro,Precinct 4,Civil,9/1/2018 - 8/31/2019,12,180,0,319,348,26,155,"AOC Statistical Report, FY2019"
Newton,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,205,0,45,13,0,230,"AOC Statistical Report, FY2019"
Newton,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,39,0,32,29,0,43,"AOC Statistical Report, FY2019"
Newton,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,44,0,81,52,0,68,"AOC Statistical Report, FY2019"
Newton,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,194,0,38,2,0,220,"AOC Statistical Report, FY2019"
Nolan,Countywide,Civil,9/1/2018 - 8/31/2019,12,513,0,254,151,0,611,"AOC Statistical Report, FY2019"
Nueces,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,2490,0,2259,1183,0,3519,"AOC Statistical Report, FY2019"
Nueces,Precinct 1 Place 2,Civil,9/1/2018 - 8/31/2019,12,463,0,1404,1124,0,740,"AOC Statistical Report, FY2019"
Nueces,Precinct 1 Place 3,Civil,9/1/2018 - 8/31/2019,12,161,0,800,757,0,191,"AOC Statistical Report, FY2019"
Nueces,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,2513,0,3385,2126,0,3776,"AOC Statistical Report, FY2019"
Nueces,Precinct 2 Place 2,Civil,9/1/2018 - 8/31/2019,12,251,0,1327,1167,0,398,"AOC Statistical Report, FY2019"
Nueces,Precinct 3,Civil,9/1/2018 - 8/31/2019,12,83,0,90,53,0,115,"AOC Statistical Report, FY2019"
Nueces,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,282,0,183,137,0,338,"AOC Statistical Report, FY2019"
Nueces,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,385,0,422,401,0,417,"AOC Statistical Report, FY2019"
Nueces,Precinct 5 Place 2,Civil,9/1/2018 - 8/31/2019,12,35,0,117,43,0,93,"AOC Statistical Report, FY2019"
Ochiltree,Countywide,Civil,9/1/2018 - 8/31/2019,12,3135,1,134,130,2,3123,"AOC Statistical Report, FY2019"
Oldham,Countywide,Civil,9/1/2018 - 8/31/2019,12,54,0,12,14,0,46,"AOC Statistical Report, FY2019"
Orange,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,144,0,419,401,0,161,"AOC Statistical Report, FY2019"
Orange,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,204,0,479,374,1,308,"AOC Statistical Report, FY2019"
Orange,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,251,0,373,319,1,271,"AOC Statistical Report, FY2019"
Orange,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,164,0,460,427,2,196,"AOC Statistical Report, FY2019"
Palo Pinto,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,19,0,17,19,0,16,"AOC Statistical Report, FY2019"
Palo Pinto,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,15,0,18,16,0,17,"AOC Statistical Report, FY2019"
Palo Pinto,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,118,0,17,11,0,124,"AOC Statistical Report, FY2019"
Palo Pinto,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,12,0,10,7,4,11,"AOC Statistical Report, FY2019"
Palo Pinto,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,45,0,501,440,0,105,"AOC Statistical Report, FY2019"
Panola,Precinct 1 & 4,Civil,9/1/2018 - 8/31/2019,12,136,0,183,113,0,206,"AOC Statistical Report, FY2019"
Panola,Precinct 2 & 3,Civil,9/1/2018 - 8/31/2019,12,42,0,135,104,1,72,"AOC Statistical Report, FY2019"
Parker,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,301,0,743,511,0,526,"AOC Statistical Report, FY2019"
Parker,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,468,0,736,594,0,609,"AOC Statistical Report, FY2019"
Parker,Precinct 3,Civil,9/1/2018 - 8/31/2019,12,588,0,944,947,0,579,"AOC Statistical Report, FY2019"
Parker,Precinct 4,Civil,9/1/2018 - 8/31/2019,12,99,0,372,322,0,149,"AOC Statistical Report, FY2019"
Parmer,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,234,0,39,27,0,247,"AOC Statistical Report, FY2019"
Parmer,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,143,0,40,13,0,170,"AOC Statistical Report, FY2019"
Parmer,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,87,0,16,31,0,75,"AOC Statistical Report, FY2019"
Pecos,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,1421,0,221,366,0,1434,"AOC Statistical Report, FY2019"
Pecos,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,4,0,7,6,0,7,"AOC Statistical Report, FY2019"
Pecos,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,2,0,1,2,0,1,"AOC Statistical Report, FY2019"
Pecos,Precinct 6 Place 1,Civil,9/1/2018 - 8/31/2019,12,0,0,6,3,0,3,"AOC Statistical Report, FY2019"
Polk,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,141,0,347,320,2,164,"AOC Statistical Report, FY2019"
Polk,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,142,0,251,239,0,140,"AOC Statistical Report, FY2019"
Polk,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,108,0,137,137,0,108,"AOC Statistical Report, FY2019"
Polk,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,136,0,172,164,0,142,"AOC Statistical Report, FY2019"
Potter,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,360,0,1001,568,1,869,"AOC Statistical Report, FY2019"
Potter,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,725,0,341,423,0,730,"AOC Statistical Report, FY2019"
Potter,Precinct 3,Civil,9/1/2018 - 8/31/2019,12,855,0,429,383,0,901,"AOC Statistical Report, FY2019"
Potter,Precinct 4,Civil,9/1/2018 - 8/31/2019,12,116,0,713,633,1,156,"AOC Statistical Report, FY2019"
Presidio,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,265,0,15,16,0,269,"AOC Statistical Report, FY2019"
Presidio,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,11,40,0,18,11,0,0,"AOC Statistical Report, FY2019"
Rains,Countywide,Civil,9/1/2018 - 8/31/2019,12,103,0,370,223,0,250,"AOC Statistical Report, FY2019"
Randall,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,1953,0,552,376,0,2060,"AOC Statistical Report, FY2019"
Randall,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,2214,0,2224,2027,4,2412,"AOC Statistical Report, FY2019"
Reagan,Countywide,Civil,9/1/2018 - 8/31/2019,12,46,0,79,68,0,57,"AOC Statistical Report, FY2019"
Real,Countywide,Civil,9/1/2018 - 8/31/2019,1,0,0,0,0,0,0,"AOC Statistical Report, FY2019"
Real,Precincts 1 & 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,33,0,22,3,0,54,"AOC Statistical Report, FY2019"
Real,Precincts 3 & 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,21,0,6,0,0,27,"AOC Statistical Report, FY2019"
Red River,Countywide,Civil,9/1/2018 - 8/31/2019,12,697,0,225,127,0,793,"AOC Statistical Report, FY2019"
Reeves,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,311,0,82,30,0,309,"AOC Statistical Report, FY2019"
Reeves,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,761,0,81,16,29,805,"AOC Statistical Report, FY2019"
Reeves,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,221,0,21,4,0,236,"AOC Statistical Report, FY2019"
Reeves,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,186,0,57,22,0,221,"AOC Statistical Report, FY2019"
Refugio,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,32,0,53,32,0,47,"AOC Statistical Report, FY2019"
Refugio,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,22,0,68,40,0,50,"AOC Statistical Report, FY2019"
Roberts,Countywide,Civil,9/1/2018 - 8/31/2019,12,10,0,4,4,0,10,"AOC Statistical Report, FY2019"
Robertson,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,15,0,29,30,0,14,"AOC Statistical Report, FY2019"
Robertson,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,28,0,86,109,0,45,"AOC Statistical Report, FY2019"
Robertson,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,12,0,48,38,0,22,"AOC Statistical Report, FY2019"
Robertson,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,18,0,51,43,0,24,"AOC Statistical Report, FY2019"
Rockwall,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,295,18,452,444,25,295,"AOC Statistical Report, FY2019"
Rockwall,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,162,0,340,339,0,163,"AOC Statistical Report, FY2019"
Rockwall,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,43,0,182,142,0,83,"AOC Statistical Report, FY2019"
Rockwall,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,59,1,319,266,0,112,"AOC Statistical Report, FY2019"
Runnels,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,65,0,119,127,0,60,"AOC Statistical Report, FY2019"
Runnels,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,70,0,33,26,0,75,"AOC Statistical Report, FY2019"
Rusk,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,73,0,299,172,0,98,"AOC Statistical Report, FY2019"
Rusk,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,54,0,94,115,0,39,"AOC Statistical Report, FY2019"
Rusk,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,125,0,63,48,0,141,"AOC Statistical Report, FY2019"
Rusk,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,23,0,92,60,0,54,"AOC Statistical Report, FY2019"
Rusk,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,72,0,367,291,0,146,"AOC Statistical Report, FY2019"
Sabine,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,81,0,78,62,0,94,"AOC Statistical Report, FY2019"
Sabine,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,122,0,63,60,0,123,"AOC Statistical Report, FY2019"
San Augustine,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,31,0,21,18,0,36,"AOC Statistical Report, FY2019"
San Augustine,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,27,0,12,16,0,22,"AOC Statistical Report, FY2019"
San Augustine,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,24,0,30,22,0,32,"AOC Statistical Report, FY2019"
San Augustine,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,19,0,27,12,0,33,"AOC Statistical Report, FY2019"
San Jacinto,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,69,0,71,41,0,94,"AOC Statistical Report, FY2019"
San Jacinto,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,71,0,131,110,0,94,"AOC Statistical Report, FY2019"
San Jacinto,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,74,0,95,62,0,104,"AOC Statistical Report, FY2019"
San Jacinto,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,188,0,109,44,0,253,"AOC Statistical Report, FY2019"
San Patricio,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,554,0,166,81,0,646,"AOC Statistical Report, FY2019"
San Patricio,Precinct 2,Civil,9/1/2018 - 8/31/2019,12,126,0,9,10,0,126,"AOC Statistical Report, FY2019"
San Patricio,Precinct 4,Civil,9/1/2018 - 8/31/2019,12,265,0,414,377,0,300,"AOC Statistical Report, FY2019"
San Patricio,Precinct 5,Civil,9/1/2018 - 8/31/2019,12,166,0,180,172,0,166,"AOC Statistical Report, FY2019"
San Patricio,Precinct 6,Civil,9/1/2018 - 8/31/2019,12,408,0,356,77,0,687,"AOC Statistical Report, FY2019"
San Patricio,Precinct 8,Civil,9/1/2018 - 8/31/2019,12,96,0,152,135,0,104,"AOC Statistical Report, FY2019"
San Saba,Countywide,Civil,9/1/2018 - 8/31/2019,12,50,0,105,90,0,66,"AOC Statistical Report, FY2019"
Schleicher,Countywide,Civil,9/1/2018 - 8/31/2019,12,110,0,33,11,0,138,"AOC Statistical Report, FY2019"
Scurry,Precinct 1,Civil,9/1/2018 - 8/31/2019,12,1746,0,229,228,0,1725,"AOC Statistical Report, FY2019"
Scurry,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,42,0,46,39,2,49,"AOC Statistical Report, FY2019"
Shackelford,Countywide,Civil,9/1/2018 - 8/31/2019,12,113,0,53,37,0,129,"AOC Statistical Report, FY2019"
Shelby,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,417,0,228,157,0,488,"AOC Statistical Report, FY2019"
Shelby,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,14,0,38,21,0,31,"AOC Statistical Report, FY2019"
Shelby,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,20,0,65,36,0,49,"AOC Statistical Report, FY2019"
Shelby,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,31,0,26,10,0,100,"AOC Statistical Report, FY2019"
Shelby,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,9,0,49,14,0,107,"AOC Statistical Report, FY2019"
Sherman,Countywide,Civil,9/1/2018 - 8/31/2019,12,467,0,36,38,0,465,"AOC Statistical Report, FY2019"
Smith,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,6119,0,836,768,0,6198,"AOC Statistical Report, FY2019"
Smith,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,1278,0,1118,1044,0,1353,"AOC Statistical Report, FY2019"
Smith,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,310,0,1065,1030,0,331,"AOC Statistical Report, FY2019"
Smith,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,366,0,462,391,0,436,"AOC Statistical Report, FY2019"
Smith,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,96,0,375,305,0,155,"AOC Statistical Report, FY2019"
Somervell,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,130,0,41,24,0,151,"AOC Statistical Report, FY2019"
Somervell,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,176,0,33,20,0,203,"AOC Statistical Report, FY2019"
Starr,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,3,435,51,9,25,49,0,"AOC Statistical Report, FY2019"
Starr,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,235,0,155,121,0,269,"AOC Statistical Report, FY2019"
Starr,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,0,.,.,.,.,.,.,"AOC Statistical Report, FY2019"
Starr,Precinct 4 Places 1 & 2,Civil,9/1/2018 - 8/31/2019,2,452,0,69,39,0,0,"AOC Statistical Report, FY2019"
Starr,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,12,0,0,0,0,13,"AOC Statistical Report, FY2019"
Starr,Precinct 6 Place 1,Civil,9/1/2018 - 8/31/2019,12,91,0,90,84,0,97,"AOC Statistical Report, FY2019"
Starr,Precinct 7 Place 1,Civil,9/1/2018 - 8/31/2019,12,30,0,19,2,0,42,"AOC Statistical Report, FY2019"
Starr,Precinct 8 Place 1,Civil,9/1/2018 - 8/31/2019,12,32,0,59,59,3,30,"AOC Statistical Report, FY2019"
Stephens,Countywide,Civil,9/1/2018 - 8/31/2019,12,776,0,152,111,0,817,"AOC Statistical Report, FY2019"
Sterling,Countywide,Civil,9/1/2018 - 8/31/2019,12,8,0,3,1,0,10,"AOC Statistical Report, FY2019"
Stonewall,Countywide,Civil,9/1/2018 - 8/31/2019,12,10,0,5,0,0,15,"AOC Statistical Report, FY2019"
Sutton,Countywide,Civil,9/1/2018 - 8/31/2019,12,52,0,85,69,0,68,"AOC Statistical Report, FY2019"
Swisher,Countywide,Civil,9/1/2018 - 8/31/2019,12,146,0,63,85,0,118,"AOC Statistical Report, FY2019"
Tarrant,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,1689,61,8804,8436,60,2107,"AOC Statistical Report, FY2019"
Tarrant,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,1449,134,10315,9812,136,1950,"AOC Statistical Report, FY2019"
Tarrant,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,3252,56,6666,5824,406,4086,"AOC Statistical Report, FY2019"
Tarrant,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,1968,156,6165,6980,48,1575,"AOC Statistical Report, FY2019"
Tarrant,Precinct 5,Civil,9/1/2018 - 8/31/2019,12,2902,0,2046,2136,2,3505,"AOC Statistical Report, FY2019"
Tarrant,Precinct 6,Civil,9/1/2018 - 8/31/2019,12,4793,97,6462,6720,44,4644,"AOC Statistical Report, FY2019"
Tarrant,Precinct 7 Place 1,Civil,9/1/2018 - 8/31/2019,12,1774,45,9170,8724,53,2218,"AOC Statistical Report, FY2019"
Tarrant,Precinct 8 Place 1,Civil,9/1/2018 - 8/31/2019,12,3443,0,7353,6307,0,4416,"AOC Statistical Report, FY2019"
Taylor,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,1898,0,2013,1399,7,2573,"AOC Statistical Report, FY2019"
Taylor,Precinct 1 Place 2,Civil,9/1/2018 - 8/31/2019,12,433,1,835,954,2,311,"AOC Statistical Report, FY2019"
Taylor,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,55,0,115,127,0,43,"AOC Statistical Report, FY2019"
Taylor,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,107,0,51,24,4,130,"AOC Statistical Report, FY2019"
Taylor,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,7,0,18,14,0,11,"AOC Statistical Report, FY2019"
Terrell,Precinct 1 & 2 Place 2,Civil,9/1/2018 - 8/31/2019,12,6,0,1,1,0,9,"AOC Statistical Report, FY2019"
Terrell,Precincts 3 & 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,0,0,6,4,0,0,"AOC Statistical Report, FY2019"
Terry,Countywide,Civil,9/1/2018 - 8/31/2019,12,83,0,251,224,0,106,"AOC Statistical Report, FY2019"
Throckmorton,Countywide,Civil,9/1/2018 - 8/31/2019,12,53,0,12,5,0,59,"AOC Statistical Report, FY2019"
Titus,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,207,0,225,160,0,271,"AOC Statistical Report, FY2019"
Titus,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,21,0,72,57,0,35,"AOC Statistical Report, FY2019"
Tom Green,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,1471,0,783,604,0,1651,"AOC Statistical Report, FY2019"
Tom Green,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,440,0,827,745,0,523,"AOC Statistical Report, FY2019"
Tom Green,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,771,0,701,459,0,1013,"AOC Statistical Report, FY2019"
Tom Green,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,140,0,510,428,0,126,"AOC Statistical Report, FY2019"
Travis,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,2928,0,5686,4274,8,4332,"AOC Statistical Report, FY2019"
Travis,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,1567,26,7316,6933,17,1958,"AOC Statistical Report, FY2019"
Travis,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,1063,17,3601,3540,20,1086,"AOC Statistical Report, FY2019"
Travis,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,891,14,4445,3761,13,1592,"AOC Statistical Report, FY2019"
Travis,Precinct 5 Place 1,Civil,9/1/2018 - 8/31/2019,12,3976,14,4851,4394,16,4402,"AOC Statistical Report, FY2019"
Trinity,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,102,0,113,51,0,162,"AOC Statistical Report, FY2019"
Trinity,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,61,0,79,47,0,92,"AOC Statistical Report, FY2019"
Trinity,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,12,52,0,46,28,0,70,"AOC Statistical Report, FY2019"
Trinity,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,12,18,0,43,36,0,25,"AOC Statistical Report, FY2019"
Tyler,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,331,0,138,104,1,365,"AOC Statistical Report, FY2019"
Tyler,Precinct 2 Place 1,Civil,9/1/2018 - 8/31/2019,12,11,0,12,14,0,8,"AOC Statistical Report, FY2019"
Tyler,Precinct 3 Place 1,Civil,9/1/2018 - 8/31/2019,0,.,.,.,.,.,.,"AOC Statistical Report, FY2019"
Tyler,Precinct 4 Place 1,Civil,9/1/2018 - 8/31/2019,0,.,.,.,.,.,.,"AOC Statistical Report, FY2019"
Upshur,Precinct 1 Place 1,Civil,9/1/2018 - 8/31/2019,12,65,0,208,124,0,149,"AOC Statistical Report, FY2019"
